2024-02-29 22:29:52,541 - INFO - 训练的batch_size以及lr分别是100,0
2024-03-01 00:26:02,435 - INFO - epoch: 5, batch: 3300 loss: 0.271, acc: 92.2400
2024-03-01 00:26:23,875 - INFO - epoch: 5, batch: 3400 loss: 0.269, acc: 92.0400
2024-03-01 00:26:45,125 - INFO - epoch: 5, batch: 3500 loss: 0.272, acc: 92.0300
2024-03-01 00:27:06,447 - INFO - epoch: 5, batch: 3600 loss: 0.288, acc: 91.5200
2024-03-01 00:27:27,737 - INFO - epoch: 5, batch: 3700 loss: 0.286, acc: 91.9300
2024-03-01 00:27:48,965 - INFO - epoch: 5, batch: 3800 loss: 0.286, acc: 91.9600
2024-03-01 00:28:10,432 - INFO - epoch: 5, batch: 3900 loss: 0.272, acc: 92.5200
2024-03-01 00:28:31,640 - INFO - epoch: 5, batch: 4000 loss: 0.274, acc: 92.3200
2024-03-01 00:28:52,902 - INFO - epoch: 5, batch: 4100 loss: 0.279, acc: 91.8100
2024-03-01 00:29:14,116 - INFO - epoch: 5, batch: 4200 loss: 0.276, acc: 92.0700
2024-03-01 00:29:35,229 - INFO - epoch: 5, batch: 4300 loss: 0.283, acc: 91.9000
2024-03-01 00:29:56,809 - INFO - epoch: 5, batch: 4400 loss: 0.286, acc: 91.5900
2024-03-01 00:30:17,997 - INFO - epoch: 5, batch: 4500 loss: 0.278, acc: 92.0400
2024-03-01 00:30:39,203 - INFO - epoch: 5, batch: 4600 loss: 0.284, acc: 91.8700
2024-03-01 00:30:59,321 - INFO - epoch 5 的平均loss为0.273，平均acc为92.2664...
2024-03-01 00:30:59,321 - INFO - epoch 5 开始验证...
2024-03-01 00:35:39,042 - INFO - 第5个epoch的识别准确率为：85%
2024-03-01 00:36:01,930 - INFO - epoch: 6, batch: 100 loss: 0.221, acc: 94.1200
2024-03-01 00:36:23,943 - INFO - epoch: 6, batch: 200 loss: 0.210, acc: 94.4900
2024-03-01 00:36:46,193 - INFO - epoch: 6, batch: 300 loss: 0.208, acc: 94.1200
2024-03-01 00:37:08,461 - INFO - epoch: 6, batch: 400 loss: 0.202, acc: 94.5100
2024-03-01 00:37:30,604 - INFO - epoch: 6, batch: 500 loss: 0.210, acc: 93.9700
2024-03-01 00:37:53,055 - INFO - epoch: 6, batch: 600 loss: 0.217, acc: 93.5100
2024-03-01 00:38:15,198 - INFO - epoch: 6, batch: 700 loss: 0.214, acc: 93.8300
2024-03-01 00:38:37,076 - INFO - epoch: 6, batch: 800 loss: 0.223, acc: 93.5200
2024-03-01 00:38:59,253 - INFO - epoch: 6, batch: 900 loss: 0.233, acc: 93.2300
2024-03-01 00:39:21,127 - INFO - epoch: 6, batch: 1000 loss: 0.218, acc: 94.1500
2024-03-01 00:39:42,930 - INFO - epoch: 6, batch: 1100 loss: 0.221, acc: 93.8900
2024-03-01 00:40:04,541 - INFO - epoch: 6, batch: 1200 loss: 0.215, acc: 93.7800
2024-03-01 00:40:26,281 - INFO - epoch: 6, batch: 1300 loss: 0.222, acc: 93.6200
2024-03-01 00:40:48,149 - INFO - epoch: 6, batch: 1400 loss: 0.224, acc: 93.5800
2024-03-01 00:41:09,828 - INFO - epoch: 6, batch: 1500 loss: 0.213, acc: 94.0800
2024-03-01 00:41:31,470 - INFO - epoch: 6, batch: 1600 loss: 0.220, acc: 93.9300
2024-03-01 00:41:53,036 - INFO - epoch: 6, batch: 1700 loss: 0.226, acc: 93.5600
2024-03-01 00:42:14,537 - INFO - epoch: 6, batch: 1800 loss: 0.219, acc: 93.7100
2024-03-01 00:42:36,081 - INFO - epoch: 6, batch: 1900 loss: 0.222, acc: 93.8800
2024-03-01 00:42:57,724 - INFO - epoch: 6, batch: 2000 loss: 0.239, acc: 93.0800
2024-03-01 00:43:19,341 - INFO - epoch: 6, batch: 2100 loss: 0.238, acc: 93.1600
2024-03-01 00:43:40,900 - INFO - epoch: 6, batch: 2200 loss: 0.230, acc: 93.3100
2024-03-01 00:44:02,640 - INFO - epoch: 6, batch: 2300 loss: 0.228, acc: 93.7600
2024-03-01 00:44:24,175 - INFO - epoch: 6, batch: 2400 loss: 0.233, acc: 93.4700
2024-03-01 00:44:45,752 - INFO - epoch: 6, batch: 2500 loss: 0.229, acc: 93.6300
2024-03-01 00:45:07,649 - INFO - epoch: 6, batch: 2600 loss: 0.229, acc: 93.2000
2024-03-01 00:45:29,370 - INFO - epoch: 6, batch: 2700 loss: 0.221, acc: 93.8400
2024-03-01 00:45:50,980 - INFO - epoch: 6, batch: 2800 loss: 0.219, acc: 94.0100
2024-03-01 00:46:12,566 - INFO - epoch: 6, batch: 2900 loss: 0.233, acc: 93.3000
2024-03-01 00:46:34,008 - INFO - epoch: 6, batch: 3000 loss: 0.215, acc: 93.6600
2024-03-01 00:46:55,884 - INFO - epoch: 6, batch: 3100 loss: 0.241, acc: 93.0100
2024-03-01 00:47:17,593 - INFO - epoch: 6, batch: 3200 loss: 0.225, acc: 93.6800
2024-03-01 00:47:39,209 - INFO - epoch: 6, batch: 3300 loss: 0.229, acc: 93.6300
2024-03-01 00:48:00,951 - INFO - epoch: 6, batch: 3400 loss: 0.220, acc: 93.4900
2024-03-01 00:48:22,671 - INFO - epoch: 6, batch: 3500 loss: 0.243, acc: 93.2400
2024-03-01 00:48:44,367 - INFO - epoch: 6, batch: 3600 loss: 0.221, acc: 93.6600
2024-03-01 00:49:06,055 - INFO - epoch: 6, batch: 3700 loss: 0.230, acc: 93.3900
2024-03-01 00:49:27,768 - INFO - epoch: 6, batch: 3800 loss: 0.226, acc: 93.6000
2024-03-01 00:49:49,331 - INFO - epoch: 6, batch: 3900 loss: 0.227, acc: 93.3100
2024-03-01 00:50:10,932 - INFO - epoch: 6, batch: 4000 loss: 0.231, acc: 93.3500
2024-03-01 00:50:32,568 - INFO - epoch: 6, batch: 4100 loss: 0.229, acc: 93.4300
2024-03-01 00:50:54,212 - INFO - epoch: 6, batch: 4200 loss: 0.228, acc: 93.4700
2024-03-01 00:51:15,775 - INFO - epoch: 6, batch: 4300 loss: 0.223, acc: 93.4300
2024-03-01 00:51:37,364 - INFO - epoch: 6, batch: 4400 loss: 0.247, acc: 92.8200
2024-03-01 00:51:59,045 - INFO - epoch: 6, batch: 4500 loss: 0.238, acc: 93.4100
2024-03-01 00:52:20,790 - INFO - epoch: 6, batch: 4600 loss: 0.230, acc: 93.1300
2024-03-01 00:52:41,142 - INFO - epoch 6 的平均loss为0.225，平均acc为93.5900...
2024-03-01 00:52:41,142 - INFO - epoch 6 开始验证...
2024-03-01 00:57:40,513 - INFO - 第6个epoch的识别准确率为：86%
2024-03-01 00:58:04,722 - INFO - epoch: 7, batch: 100 loss: 0.188, acc: 94.6600
2024-03-01 00:58:27,768 - INFO - epoch: 7, batch: 200 loss: 0.171, acc: 95.3500
2024-03-01 00:58:50,741 - INFO - epoch: 7, batch: 300 loss: 0.174, acc: 95.0700
2024-03-01 00:59:13,195 - INFO - epoch: 7, batch: 400 loss: 0.176, acc: 94.9300
2024-03-01 00:59:35,573 - INFO - epoch: 7, batch: 500 loss: 0.167, acc: 95.3000
2024-03-01 00:59:58,076 - INFO - epoch: 7, batch: 600 loss: 0.171, acc: 95.4700
2024-03-01 01:00:20,206 - INFO - epoch: 7, batch: 700 loss: 0.185, acc: 94.7100
2024-03-01 01:00:42,496 - INFO - epoch: 7, batch: 800 loss: 0.182, acc: 94.5800
2024-03-01 01:01:04,627 - INFO - epoch: 7, batch: 900 loss: 0.189, acc: 94.6500
2024-03-01 01:01:26,439 - INFO - epoch: 7, batch: 1000 loss: 0.168, acc: 95.0900
2024-03-01 01:01:48,627 - INFO - epoch: 7, batch: 1100 loss: 0.193, acc: 94.3100
2024-03-01 01:02:10,878 - INFO - epoch: 7, batch: 1200 loss: 0.180, acc: 94.7300
2024-03-01 01:02:32,759 - INFO - epoch: 7, batch: 1300 loss: 0.189, acc: 94.6700
2024-03-01 01:02:54,990 - INFO - epoch: 7, batch: 1400 loss: 0.191, acc: 94.6400
2024-03-01 01:03:16,776 - INFO - epoch: 7, batch: 1500 loss: 0.185, acc: 94.5200
2024-03-01 01:03:38,858 - INFO - epoch: 7, batch: 1600 loss: 0.191, acc: 94.5400
2024-03-01 01:04:00,805 - INFO - epoch: 7, batch: 1700 loss: 0.196, acc: 94.2600
2024-03-01 01:04:22,997 - INFO - epoch: 7, batch: 1800 loss: 0.199, acc: 94.3800
2024-03-01 01:04:44,836 - INFO - epoch: 7, batch: 1900 loss: 0.192, acc: 94.7400
2024-03-01 01:05:06,775 - INFO - epoch: 7, batch: 2000 loss: 0.193, acc: 94.3100
2024-03-01 01:05:28,682 - INFO - epoch: 7, batch: 2100 loss: 0.196, acc: 94.5300
2024-03-01 01:05:50,566 - INFO - epoch: 7, batch: 2200 loss: 0.188, acc: 94.6200
2024-03-01 01:06:12,393 - INFO - epoch: 7, batch: 2300 loss: 0.189, acc: 94.4900
2024-03-01 01:06:34,589 - INFO - epoch: 7, batch: 2400 loss: 0.188, acc: 94.5800
2024-03-01 01:06:56,375 - INFO - epoch: 7, batch: 2500 loss: 0.192, acc: 94.6200
2024-03-01 01:07:18,269 - INFO - epoch: 7, batch: 2600 loss: 0.197, acc: 94.3500
2024-03-01 01:07:40,554 - INFO - epoch: 7, batch: 2700 loss: 0.188, acc: 94.5200
2024-03-01 01:08:02,320 - INFO - epoch: 7, batch: 2800 loss: 0.200, acc: 94.1100
2024-03-01 01:08:24,348 - INFO - epoch: 7, batch: 2900 loss: 0.196, acc: 94.3200
2024-03-01 01:08:46,487 - INFO - epoch: 7, batch: 3000 loss: 0.195, acc: 94.1900
2024-03-01 01:09:08,499 - INFO - epoch: 7, batch: 3100 loss: 0.202, acc: 94.2900
2024-03-01 01:09:30,474 - INFO - epoch: 7, batch: 3200 loss: 0.206, acc: 94.2300
2024-03-01 01:09:52,656 - INFO - epoch: 7, batch: 3300 loss: 0.198, acc: 94.3400
2024-03-01 01:10:14,783 - INFO - epoch: 7, batch: 3400 loss: 0.193, acc: 94.4900
2024-03-01 01:10:36,602 - INFO - epoch: 7, batch: 3500 loss: 0.201, acc: 94.1900
2024-03-01 01:10:58,600 - INFO - epoch: 7, batch: 3600 loss: 0.186, acc: 94.7500
2024-03-01 01:11:20,482 - INFO - epoch: 7, batch: 3700 loss: 0.182, acc: 94.6800
2024-03-01 01:11:42,425 - INFO - epoch: 7, batch: 3800 loss: 0.201, acc: 94.1500
2024-03-01 01:12:04,366 - INFO - epoch: 7, batch: 3900 loss: 0.204, acc: 93.9100
2024-03-01 01:12:26,354 - INFO - epoch: 7, batch: 4000 loss: 0.206, acc: 94.1600
2024-03-01 01:12:48,283 - INFO - epoch: 7, batch: 4100 loss: 0.186, acc: 94.4600
2024-03-01 01:13:10,191 - INFO - epoch: 7, batch: 4200 loss: 0.188, acc: 94.4200
2024-03-01 01:13:32,340 - INFO - epoch: 7, batch: 4300 loss: 0.204, acc: 93.9900
2024-03-01 01:13:54,052 - INFO - epoch: 7, batch: 4400 loss: 0.199, acc: 94.1100
2024-03-01 01:14:16,105 - INFO - epoch: 7, batch: 4500 loss: 0.186, acc: 94.7500
2024-03-01 01:14:37,977 - INFO - epoch: 7, batch: 4600 loss: 0.185, acc: 94.6500
2024-03-01 01:14:58,649 - INFO - epoch 7 的平均loss为0.190，平均acc为94.5409...
2024-03-01 01:14:58,649 - INFO - epoch 7 开始验证...
2024-03-01 01:19:38,694 - INFO - 第7个epoch的识别准确率为：87%
2024-03-01 01:20:02,673 - INFO - epoch: 8, batch: 100 loss: 0.146, acc: 95.8500
2024-03-01 01:20:25,436 - INFO - epoch: 8, batch: 200 loss: 0.145, acc: 95.8700
2024-03-01 01:20:47,849 - INFO - epoch: 8, batch: 300 loss: 0.154, acc: 95.2200
2024-03-01 01:21:10,182 - INFO - epoch: 8, batch: 400 loss: 0.145, acc: 95.8200
2024-03-01 01:21:32,419 - INFO - epoch: 8, batch: 500 loss: 0.152, acc: 95.9700
2024-03-01 01:21:54,398 - INFO - epoch: 8, batch: 600 loss: 0.161, acc: 95.4000
2024-03-01 01:22:16,363 - INFO - epoch: 8, batch: 700 loss: 0.155, acc: 95.4400
2024-03-01 01:22:38,313 - INFO - epoch: 8, batch: 800 loss: 0.154, acc: 95.5900
2024-03-01 01:23:00,178 - INFO - epoch: 8, batch: 900 loss: 0.158, acc: 95.4100
2024-03-01 01:23:22,203 - INFO - epoch: 8, batch: 1000 loss: 0.158, acc: 95.4400
2024-03-01 01:23:43,923 - INFO - epoch: 8, batch: 1100 loss: 0.149, acc: 96.0400
2024-03-01 01:24:05,623 - INFO - epoch: 8, batch: 1200 loss: 0.168, acc: 95.1400
2024-03-01 01:24:27,396 - INFO - epoch: 8, batch: 1300 loss: 0.152, acc: 95.4900
2024-03-01 01:24:49,089 - INFO - epoch: 8, batch: 1400 loss: 0.149, acc: 95.8300
2024-03-01 01:25:10,751 - INFO - epoch: 8, batch: 1500 loss: 0.153, acc: 95.5000
2024-03-01 01:25:32,280 - INFO - epoch: 8, batch: 1600 loss: 0.161, acc: 95.3400
2024-03-01 01:25:53,915 - INFO - epoch: 8, batch: 1700 loss: 0.160, acc: 95.4400
2024-03-01 01:26:15,326 - INFO - epoch: 8, batch: 1800 loss: 0.157, acc: 95.5500
2024-03-01 01:26:36,700 - INFO - epoch: 8, batch: 1900 loss: 0.158, acc: 95.2700
2024-03-01 01:26:58,308 - INFO - epoch: 8, batch: 2000 loss: 0.157, acc: 95.5700
2024-03-01 01:27:19,795 - INFO - epoch: 8, batch: 2100 loss: 0.146, acc: 95.7600
2024-03-01 01:27:41,257 - INFO - epoch: 8, batch: 2200 loss: 0.163, acc: 95.2900
2024-03-01 01:28:02,671 - INFO - epoch: 8, batch: 2300 loss: 0.161, acc: 95.1000
2024-03-01 01:28:24,224 - INFO - epoch: 8, batch: 2400 loss: 0.159, acc: 95.3200
2024-03-01 01:28:45,772 - INFO - epoch: 8, batch: 2500 loss: 0.159, acc: 95.2500
2024-03-01 01:29:07,248 - INFO - epoch: 8, batch: 2600 loss: 0.162, acc: 95.1800
2024-03-01 01:29:28,862 - INFO - epoch: 8, batch: 2700 loss: 0.162, acc: 95.1900
2024-03-01 01:29:50,692 - INFO - epoch: 8, batch: 2800 loss: 0.164, acc: 95.1800
2024-03-01 01:30:12,121 - INFO - epoch: 8, batch: 2900 loss: 0.167, acc: 95.1800
2024-03-01 01:30:33,502 - INFO - epoch: 8, batch: 3000 loss: 0.174, acc: 94.9100
2024-03-01 01:30:55,037 - INFO - epoch: 8, batch: 3100 loss: 0.164, acc: 95.2800
2024-03-01 01:31:16,528 - INFO - epoch: 8, batch: 3200 loss: 0.174, acc: 94.9600
2024-03-01 01:31:37,828 - INFO - epoch: 8, batch: 3300 loss: 0.173, acc: 94.9200
2024-03-01 01:31:59,363 - INFO - epoch: 8, batch: 3400 loss: 0.172, acc: 94.9300
2024-03-01 01:32:20,622 - INFO - epoch: 8, batch: 3500 loss: 0.176, acc: 94.9400
2024-03-01 01:32:41,840 - INFO - epoch: 8, batch: 3600 loss: 0.180, acc: 94.6300
2024-03-01 01:33:03,259 - INFO - epoch: 8, batch: 3700 loss: 0.172, acc: 95.0000
2024-03-01 01:33:24,569 - INFO - epoch: 8, batch: 3800 loss: 0.181, acc: 94.6800
2024-03-01 01:33:45,908 - INFO - epoch: 8, batch: 3900 loss: 0.161, acc: 95.3200
2024-03-01 01:34:07,462 - INFO - epoch: 8, batch: 4000 loss: 0.166, acc: 95.1200
2024-03-01 01:34:28,811 - INFO - epoch: 8, batch: 4100 loss: 0.162, acc: 95.3100
2024-03-01 01:34:50,129 - INFO - epoch: 8, batch: 4200 loss: 0.160, acc: 95.2500
2024-03-01 01:35:11,368 - INFO - epoch: 8, batch: 4300 loss: 0.164, acc: 94.9300
2024-03-01 01:35:32,600 - INFO - epoch: 8, batch: 4400 loss: 0.179, acc: 94.7800
2024-03-01 01:35:54,004 - INFO - epoch: 8, batch: 4500 loss: 0.169, acc: 94.8500
2024-03-01 01:36:15,184 - INFO - epoch: 8, batch: 4600 loss: 0.174, acc: 94.8000
2024-03-01 01:36:35,343 - INFO - epoch 8 的平均loss为0.162，平均acc为95.2911...
2024-03-01 01:36:35,344 - INFO - epoch 8 开始验证...
2024-03-01 01:41:12,783 - INFO - 第8个epoch的识别准确率为：87%
2024-03-01 01:41:37,015 - INFO - epoch: 9, batch: 100 loss: 0.129, acc: 96.3200
2024-03-01 01:41:59,856 - INFO - epoch: 9, batch: 200 loss: 0.123, acc: 96.4600
2024-03-01 01:42:22,182 - INFO - epoch: 9, batch: 300 loss: 0.117, acc: 96.5900
2024-03-01 01:42:44,494 - INFO - epoch: 9, batch: 400 loss: 0.120, acc: 96.4500
2024-03-01 01:43:06,713 - INFO - epoch: 9, batch: 500 loss: 0.132, acc: 96.3900
2024-03-01 01:43:28,727 - INFO - epoch: 9, batch: 600 loss: 0.130, acc: 96.3100
2024-03-01 01:43:50,627 - INFO - epoch: 9, batch: 700 loss: 0.125, acc: 96.5400
2024-03-01 01:44:12,497 - INFO - epoch: 9, batch: 800 loss: 0.131, acc: 96.4200
2024-03-01 01:44:34,416 - INFO - epoch: 9, batch: 900 loss: 0.127, acc: 96.2800
2024-03-01 01:44:56,463 - INFO - epoch: 9, batch: 1000 loss: 0.126, acc: 96.3700
2024-03-01 01:45:18,215 - INFO - epoch: 9, batch: 1100 loss: 0.128, acc: 96.3600
2024-03-01 01:45:39,885 - INFO - epoch: 9, batch: 1200 loss: 0.140, acc: 96.1900
2024-03-01 01:46:01,474 - INFO - epoch: 9, batch: 1300 loss: 0.133, acc: 96.1900
2024-03-01 01:46:23,323 - INFO - epoch: 9, batch: 1400 loss: 0.133, acc: 96.0900
2024-03-01 01:46:44,874 - INFO - epoch: 9, batch: 1500 loss: 0.141, acc: 95.7300
2024-03-01 01:47:06,512 - INFO - epoch: 9, batch: 1600 loss: 0.126, acc: 96.3900
2024-03-01 01:47:28,298 - INFO - epoch: 9, batch: 1700 loss: 0.130, acc: 96.1600
2024-03-01 01:47:49,874 - INFO - epoch: 9, batch: 1800 loss: 0.137, acc: 96.0100
2024-03-01 01:48:11,388 - INFO - epoch: 9, batch: 1900 loss: 0.139, acc: 96.0800
2024-03-01 01:48:32,979 - INFO - epoch: 9, batch: 2000 loss: 0.137, acc: 96.0300
2024-03-01 01:48:54,609 - INFO - epoch: 9, batch: 2100 loss: 0.133, acc: 96.1800
2024-03-01 01:49:16,166 - INFO - epoch: 9, batch: 2200 loss: 0.143, acc: 95.9000
2024-03-01 01:49:37,606 - INFO - epoch: 9, batch: 2300 loss: 0.145, acc: 95.7800
2024-03-01 01:49:59,113 - INFO - epoch: 9, batch: 2400 loss: 0.138, acc: 96.0100
2024-03-01 01:50:20,854 - INFO - epoch: 9, batch: 2500 loss: 0.138, acc: 96.1500
2024-03-01 01:50:42,503 - INFO - epoch: 9, batch: 2600 loss: 0.133, acc: 96.2800
2024-03-01 01:51:04,238 - INFO - epoch: 9, batch: 2700 loss: 0.140, acc: 95.9100
2024-03-01 01:51:25,887 - INFO - epoch: 9, batch: 2800 loss: 0.136, acc: 96.1800
2024-03-01 01:51:47,219 - INFO - epoch: 9, batch: 2900 loss: 0.135, acc: 96.1700
2024-03-01 01:52:08,713 - INFO - epoch: 9, batch: 3000 loss: 0.151, acc: 96.0100
2024-03-01 01:52:30,224 - INFO - epoch: 9, batch: 3100 loss: 0.143, acc: 95.6200
2024-03-01 01:52:51,631 - INFO - epoch: 9, batch: 3200 loss: 0.150, acc: 95.4800
2024-03-01 01:53:13,133 - INFO - epoch: 9, batch: 3300 loss: 0.139, acc: 95.8700
2024-03-01 01:53:34,604 - INFO - epoch: 9, batch: 3400 loss: 0.142, acc: 95.7500
2024-03-01 01:53:56,167 - INFO - epoch: 9, batch: 3500 loss: 0.150, acc: 95.4200
2024-03-01 01:54:17,608 - INFO - epoch: 9, batch: 3600 loss: 0.140, acc: 95.9300
2024-03-01 01:54:39,069 - INFO - epoch: 9, batch: 3700 loss: 0.133, acc: 96.1300
2024-03-01 01:55:00,619 - INFO - epoch: 9, batch: 3800 loss: 0.145, acc: 95.7100
2024-03-01 01:55:22,120 - INFO - epoch: 9, batch: 3900 loss: 0.150, acc: 95.7500
2024-03-01 01:55:43,629 - INFO - epoch: 9, batch: 4000 loss: 0.151, acc: 95.5500
2024-03-01 01:56:04,948 - INFO - epoch: 9, batch: 4100 loss: 0.156, acc: 95.5500
2024-03-01 01:56:26,381 - INFO - epoch: 9, batch: 4200 loss: 0.146, acc: 95.6400
2024-03-01 01:56:47,688 - INFO - epoch: 9, batch: 4300 loss: 0.149, acc: 95.6000
2024-03-01 01:57:09,195 - INFO - epoch: 9, batch: 4400 loss: 0.156, acc: 95.1200
2024-03-01 01:57:30,644 - INFO - epoch: 9, batch: 4500 loss: 0.144, acc: 96.0000
2024-03-01 01:57:52,023 - INFO - epoch: 9, batch: 4600 loss: 0.154, acc: 95.4700
2024-03-01 01:58:12,199 - INFO - epoch 9 的平均loss为0.138，平均acc为96.0026...
2024-03-01 01:58:12,200 - INFO - epoch 9 开始验证...
2024-03-01 02:03:11,082 - INFO - 第9个epoch的识别准确率为：87%
2024-03-01 02:03:35,436 - INFO - epoch: 10, batch: 100 loss: 0.100, acc: 97.2800
2024-03-01 02:03:58,207 - INFO - epoch: 10, batch: 200 loss: 0.102, acc: 97.0000
2024-03-01 02:04:20,908 - INFO - epoch: 10, batch: 300 loss: 0.106, acc: 97.1700
2024-03-01 02:04:43,301 - INFO - epoch: 10, batch: 400 loss: 0.108, acc: 96.9300
2024-03-01 02:05:05,595 - INFO - epoch: 10, batch: 500 loss: 0.106, acc: 97.0500
2024-03-01 02:05:27,848 - INFO - epoch: 10, batch: 600 loss: 0.106, acc: 97.1000
2024-03-01 02:05:49,785 - INFO - epoch: 10, batch: 700 loss: 0.106, acc: 97.0300
2024-03-01 02:06:11,873 - INFO - epoch: 10, batch: 800 loss: 0.102, acc: 97.0300
2024-03-01 02:06:33,715 - INFO - epoch: 10, batch: 900 loss: 0.114, acc: 96.5400
2024-03-01 02:06:55,600 - INFO - epoch: 10, batch: 1000 loss: 0.117, acc: 96.7300
2024-03-01 02:07:17,514 - INFO - epoch: 10, batch: 1100 loss: 0.128, acc: 96.2300
2024-03-01 02:07:39,336 - INFO - epoch: 10, batch: 1200 loss: 0.116, acc: 96.6700
2024-03-01 02:08:01,166 - INFO - epoch: 10, batch: 1300 loss: 0.120, acc: 96.7200
2024-03-01 02:08:22,801 - INFO - epoch: 10, batch: 1400 loss: 0.113, acc: 96.6800
2024-03-01 02:08:44,557 - INFO - epoch: 10, batch: 1500 loss: 0.117, acc: 96.5200
2024-03-01 02:09:06,285 - INFO - epoch: 10, batch: 1600 loss: 0.117, acc: 96.7400
2024-03-01 02:09:27,847 - INFO - epoch: 10, batch: 1700 loss: 0.113, acc: 96.6800
2024-03-01 02:09:49,693 - INFO - epoch: 10, batch: 1800 loss: 0.113, acc: 96.8700
2024-03-01 02:10:11,575 - INFO - epoch: 10, batch: 1900 loss: 0.110, acc: 96.9200
2024-03-01 02:10:33,307 - INFO - epoch: 10, batch: 2000 loss: 0.128, acc: 96.4100
2024-03-01 02:10:55,509 - INFO - epoch: 10, batch: 2100 loss: 0.113, acc: 96.6200
2024-03-01 02:11:17,323 - INFO - epoch: 10, batch: 2200 loss: 0.119, acc: 96.4800
2024-03-01 02:11:38,885 - INFO - epoch: 10, batch: 2300 loss: 0.114, acc: 96.5500
2024-03-01 02:12:00,741 - INFO - epoch: 10, batch: 2400 loss: 0.127, acc: 96.1300
2024-03-01 02:12:22,584 - INFO - epoch: 10, batch: 2500 loss: 0.121, acc: 96.4200
2024-03-01 02:12:44,536 - INFO - epoch: 10, batch: 2600 loss: 0.117, acc: 96.3800
2024-03-01 02:13:06,274 - INFO - epoch: 10, batch: 2700 loss: 0.121, acc: 96.3300
2024-03-01 02:13:28,092 - INFO - epoch: 10, batch: 2800 loss: 0.127, acc: 96.2700
2024-03-01 02:13:50,039 - INFO - epoch: 10, batch: 2900 loss: 0.118, acc: 96.4700
2024-03-01 02:14:12,145 - INFO - epoch: 10, batch: 3000 loss: 0.131, acc: 96.2700
2024-03-01 02:14:34,069 - INFO - epoch: 10, batch: 3100 loss: 0.117, acc: 96.7000
2024-03-01 02:14:56,011 - INFO - epoch: 10, batch: 3200 loss: 0.114, acc: 96.6500
2024-03-01 02:15:18,075 - INFO - epoch: 10, batch: 3300 loss: 0.135, acc: 96.1800
2024-03-01 02:15:40,028 - INFO - epoch: 10, batch: 3400 loss: 0.125, acc: 96.4200
2024-03-01 02:16:01,764 - INFO - epoch: 10, batch: 3500 loss: 0.127, acc: 96.2200
2024-03-01 02:16:23,525 - INFO - epoch: 10, batch: 3600 loss: 0.127, acc: 96.3100
2024-03-01 02:16:45,368 - INFO - epoch: 10, batch: 3700 loss: 0.123, acc: 96.2700
2024-03-01 02:17:07,340 - INFO - epoch: 10, batch: 3800 loss: 0.119, acc: 96.6200
2024-03-01 02:17:29,340 - INFO - epoch: 10, batch: 3900 loss: 0.120, acc: 96.5500
2024-03-01 02:17:51,029 - INFO - epoch: 10, batch: 4000 loss: 0.118, acc: 96.6500
2024-03-01 02:18:12,938 - INFO - epoch: 10, batch: 4100 loss: 0.129, acc: 96.3800
2024-03-01 02:18:34,519 - INFO - epoch: 10, batch: 4200 loss: 0.127, acc: 96.0300
2024-03-01 02:18:56,553 - INFO - epoch: 10, batch: 4300 loss: 0.126, acc: 96.2000
2024-03-01 02:19:18,403 - INFO - epoch: 10, batch: 4400 loss: 0.127, acc: 96.0400
2024-03-01 02:19:40,127 - INFO - epoch: 10, batch: 4500 loss: 0.124, acc: 96.2400
2024-03-01 02:20:01,938 - INFO - epoch: 10, batch: 4600 loss: 0.120, acc: 96.2600
2024-03-01 02:20:22,339 - INFO - epoch 10 的平均loss为0.118，平均acc为96.5578...
2024-03-01 02:20:22,340 - INFO - epoch 10 开始验证...
2024-03-01 02:25:00,709 - INFO - 第10个epoch的识别准确率为：87%
2024-03-01 02:25:25,043 - INFO - epoch: 11, batch: 100 loss: 0.093, acc: 97.3800
2024-03-01 02:25:48,295 - INFO - epoch: 11, batch: 200 loss: 0.096, acc: 97.2200
2024-03-01 02:26:10,719 - INFO - epoch: 11, batch: 300 loss: 0.089, acc: 97.5700
2024-03-01 02:26:32,931 - INFO - epoch: 11, batch: 400 loss: 0.093, acc: 97.2800
2024-03-01 02:26:54,975 - INFO - epoch: 11, batch: 500 loss: 0.098, acc: 97.1000
2024-03-01 02:27:17,002 - INFO - epoch: 11, batch: 600 loss: 0.093, acc: 97.3100
2024-03-01 02:27:38,894 - INFO - epoch: 11, batch: 700 loss: 0.092, acc: 97.4400
2024-03-01 02:28:00,744 - INFO - epoch: 11, batch: 800 loss: 0.095, acc: 97.1300
2024-03-01 02:28:22,643 - INFO - epoch: 11, batch: 900 loss: 0.101, acc: 97.1200
2024-03-01 02:28:44,622 - INFO - epoch: 11, batch: 1000 loss: 0.098, acc: 97.2000
2024-03-01 02:29:06,655 - INFO - epoch: 11, batch: 1100 loss: 0.094, acc: 97.3300
2024-03-01 02:29:28,831 - INFO - epoch: 11, batch: 1200 loss: 0.094, acc: 97.2300
2024-03-01 02:29:50,530 - INFO - epoch: 11, batch: 1300 loss: 0.086, acc: 97.7500
2024-03-01 02:30:12,374 - INFO - epoch: 11, batch: 1400 loss: 0.097, acc: 97.1900
2024-03-01 02:30:34,089 - INFO - epoch: 11, batch: 1500 loss: 0.104, acc: 97.0600
2024-03-01 02:30:55,746 - INFO - epoch: 11, batch: 1600 loss: 0.103, acc: 97.0800
2024-03-01 02:31:17,346 - INFO - epoch: 11, batch: 1700 loss: 0.101, acc: 96.9600
